pairing_key,dataset_name,dataset_config,source_split,duplication_count,source_id,source_title,source_meta,source_hash,target_len,span_slot,target_start_token_idx,target_end_token_idx,target_text,target_token_ids,half_prefix_len,half_suffix_len,prefix_mode,natural_prefix_fracs,selected_prefix_lens
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hong Kong and the Russian invasion of Ukraine.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hong Kong and the Russian invasion of Ukraine.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hong Kong and the Russian invasion of Ukraine.txt"", ""duplicates"": 0}",11fe241545a0ef7c2521173a53879e62,50,start0,0,50,"destruction of territorial integrity in Ukraine to the tearing apart of the agreements in the Sino-British Joint Declaration. Many netizens also encouraged their followers to closely watch events regarding Ukraine, and also to donate when possible to help the Ukrainian people defend against","[10812, 2705, 273, 32169, 12974, 275, 17111, 281, 253, 35765, 7419, 273, 253, 15486, 275, 253, 322, 2610, 14, 22832, 23106, 27113, 15, 6676, 2036, 22100, 671, 14659, 616, 18409, 281, 8244, 3698, 3394, 5001, 17111, 13, 285, 671, 281, 31656, 672, 1896, 281, 1361, 253, 27485, 952, 2342, 1411]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hot to Go!.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hot to Go!.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Hot to Go!.txt"", ""duplicates"": 0}",e7a63095cd0b00e5652e940235b341d1,50,start0,0,50,"amidst its release for its musical composition and its story, which describes a woman wishing to have sex with another woman of interest. Its accompanying dance, which consists of spelling out the song's title using a person's arms, went viral on social media","[46726, 296, 697, 3727, 323, 697, 12256, 5889, 285, 697, 2926, 13, 534, 8631, 247, 3416, 30685, 281, 452, 2825, 342, 1529, 3416, 273, 1600, 15, 7850, 17909, 11012, 13, 534, 8414, 273, 33797, 562, 253, 4498, 434, 4060, 970, 247, 1436, 434, 6174, 13, 2427, 9907, 327, 2675, 3420]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Impeachment inquiry into Joe Biden.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Impeachment inquiry into Joe Biden.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Impeachment inquiry into Joe Biden.txt"", ""duplicates"": 0}",76140fad116aad7d84c874775f8e8edd,50,start0,0,50,"committed any high crimes or misdemeanors.\n\n\n== House committee investigations ==\nThe House Oversight Committee plans to focus on the Biden family and their finances, the House Judiciary Committee on alleged coverups, and the House Ways and Means","[2823, 2166, 667, 1029, 12137, 390, 34945, 15719, 641, 15, 535, 187, 381, 3995, 9353, 14006, 2295, 187, 510, 3995, 473, 735, 429, 7039, 5827, 281, 2770, 327, 253, 26656, 2021, 285, 616, 33129, 13, 253, 3995, 42591, 7039, 327, 5575, 3835, 8777, 13, 285, 253, 3995, 49039, 285, 46062]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/June 2024 Ukraine peace summit.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/June 2024 Ukraine peace summit.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/June 2024 Ukraine peace summit.txt"", ""duplicates"": 0}",aeb1d6816ab488220492724ad4f2fa34,50,start0,0,50,as being of wide interest to participating states and likely to be the focus of the summit:\n\nnuclear safety and security;\nfreedom of navigation and food safety; and\nhumanitarian aspects including protection of civilians and prisoner exchange.\nThe FD,"[284, 1146, 273, 4618, 1600, 281, 15299, 3054, 285, 2779, 281, 320, 253, 2770, 273, 253, 21948, 27, 187, 187, 47745, 5252, 285, 3988, 28, 187, 18105, 5881, 273, 15034, 285, 2739, 5252, 28, 285, 187, 13961, 14621, 7794, 1690, 6055, 273, 23332, 285, 18897, 6431, 15, 187, 510, 21932]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Laingsburg Flood.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Laingsburg Flood.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Laingsburg Flood.txt"", ""duplicates"": 0}",0445cdcbac75371535fe1870857f6053,50,start0,0,50,"least 104 residents, and the bodies of 72 people were never found. A total of 184 houses were destroyed.\n\n\n== Flood Waters ==\nThe town of Laingsburg is located near where the Buffels River converges with two of its tributaries","[38462, 12131, 8811, 13, 285, 253, 8248, 273, 8187, 952, 497, 1620, 1119, 15, 329, 2264, 273, 25921, 9910, 497, 11069, 15, 535, 187, 381, 48613, 34184, 2295, 187, 510, 3874, 273, 3905, 723, 6121, 310, 4441, 2822, 835, 253, 19229, 1241, 7121, 26414, 342, 767, 273, 697, 43940, 3927]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Licensed game.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Licensed game.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Licensed game.txt"", ""duplicates"": 0}",25939c8f4aa4bc5e7a124db64ae2a421,50,start0,0,50,"higher production values and quality.\n\n\n== History ==\n\nLicensed games were common since the very start of the video game industry, but were rarely a hallmark of a high-quality product. For decades, games based on a non-s","[41832, 3275, 2193, 285, 3290, 15, 535, 187, 381, 9541, 2295, 187, 187, 49124, 8821, 3958, 497, 1846, 1580, 253, 1077, 1265, 273, 253, 3492, 2165, 4491, 13, 533, 497, 11766, 247, 47947, 273, 247, 1029, 14, 15177, 1885, 15, 1198, 8007, 13, 3958, 1754, 327, 247, 1327, 14, 84]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Lumumbaville.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Lumumbaville.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Lumumbaville.txt"", ""duplicates"": 0}",c95c2bfe7f880ea571574122e81de24a,50,start0,0,50,by human activity.  Three other groves were found to be somewhat degraded by cultivation and the felling of trees for firewood.  Seven other groves were in the category degraded (3) or severely degraded (4) due to more severe,"[1615, 1966, 2425, 15, 50276, 11831, 643, 7753, 1634, 497, 1119, 281, 320, 8489, 30853, 407, 30621, 285, 253, 269, 3485, 273, 7139, 323, 3289, 5308, 15, 50276, 40151, 643, 7753, 1634, 497, 275, 253, 7140, 30853, 313, 20, 10, 390, 18270, 30853, 313, 21, 10, 1955, 281, 625, 5460]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}",46c7f4dc4250651e926b5aec941f1ec2,50,start0,0,50,"November – American meteorologist and tornado expert Thomas P. Grazulis publish Significant Tornadoes 1974–2022, which includes the outbreak intensity score (OIS), a new way to classify and rank tornado outbreaks.\nDecember 2023","[23375, 1108, 2448, 31710, 10364, 285, 34887, 6485, 7195, 367, 15, 443, 5744, 335, 261, 15452, 29986, 308, 1575, 3377, 265, 15788, 1253, 938, 1423, 13, 534, 3797, 253, 15742, 7133, 4868, 313, 48, 1830, 582, 247, 747, 1039, 281, 30215, 285, 5958, 34887, 34894, 15, 187, 22784, 1384, 1508]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Meteorology in the 21st century.txt"", ""duplicates"": 0}",5d2aaf71221ebaa576b1cf9757b3e3b8,50,start0,0,50,"Tennessee, along with the National Severe Storms Laboratory (NSSL) and the University of Oklahoma’s CIWRO publish a joint damage survey and analysis on the 2023 Rolling Fork–Silver City EF4 tornado, the 2023 Black","[30461, 15031, 13, 2112, 342, 253, 3313, 47770, 659, 19793, 18196, 313, 47, 21156, 10, 285, 253, 2499, 273, 17360, 457, 84, 7309, 10690, 48, 15452, 247, 6036, 4723, 6630, 285, 1783, 327, 253, 1384, 1508, 42631, 401, 1064, 1253, 40796, 3228, 24931, 21, 34887, 13, 253, 1384, 1508, 5418]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/National Congress Palace.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/National Congress Palace.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/National Congress Palace.txt"", ""duplicates"": 0}",4e23d9155e0ce58ad2c2002f6f58940d,50,start0,0,50,"has been located in Brasília. As with most of the city's government buildings, the National Congress building was designed by Oscar Niemeyer in the modern Brazilian style.\nThe semi-sphere on the left is the seat of the Senate,","[7110, 644, 4441, 275, 31574, 1950, 19702, 15, 1284, 342, 954, 273, 253, 2846, 434, 2208, 9195, 13, 253, 3313, 5759, 3652, 369, 4158, 407, 24962, 427, 9623, 21776, 275, 253, 4980, 24110, 3740, 15, 187, 510, 10020, 14, 40196, 327, 253, 1669, 310, 253, 7319, 273, 253, 8907, 13]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Nigerien crisis (2023\u20132024).txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Nigerien crisis (2023\u20132024).txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Nigerien crisis (2023\u20132024).txt"", ""duplicates"": 0}",e0d9e79b128df6aad466f7ae858f0465,50,start0,0,50,"a voluntary mass recruitment of citizens over the age of 18 to assist the military in case of an invasion. Organizers said that the process will begin on 19 August, especially on the borders with Benin and Nigeria.\nNiger's defence ministry reported","[66, 17610, 2280, 16510, 273, 7815, 689, 253, 2363, 273, 1283, 281, 10073, 253, 4668, 275, 1083, 273, 271, 11492, 15, 10164, 14460, 753, 326, 253, 1232, 588, 3135, 327, 655, 4223, 13, 3340, 327, 253, 18275, 342, 6029, 249, 285, 23856, 15, 187, 47, 8047, 434, 17147, 20454, 2361]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Outline of the Israel\u2013Hamas war.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Outline of the Israel\u2013Hamas war.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Outline of the Israel\u2013Hamas war.txt"", ""duplicates"": 0}",5ae64d274798b45989bbf540e8f524c5,50,start0,0,50,31 October 2023 Jabalia refugee camp airstrike\nSchool airstrikes in the 2023 Israel–Hamas war\nAbu Hussein School airstrike\nAl-Buraq school airstrike\nAl-Fakhoora school airst,"[2405, 4437, 1384, 1508, 500, 357, 25431, 29302, 2986, 50239, 24087, 187, 28014, 50239, 363, 8583, 275, 253, 1384, 1508, 5143, 1253, 22176, 284, 2137, 187, 5039, 86, 42376, 4726, 50239, 24087, 187, 2422, 14, 35, 5650, 82, 2143, 50239, 24087, 187, 2422, 14, 39, 518, 1689, 6464, 2143, 50239]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Pizza Tower.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Pizza Tower.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Pizza Tower.txt"", ""duplicates"": 0}",49c065a05b72e7e0eb60aab776b97b35,50,start0,0,50,"by gathering collectibles and defeating enemies to build combos. At the end of each level, they activate an escape sequence and must return to the beginning within a time limit. Pizza Tower does not feature health or lives, and its difficulty depends on what","[1615, 16778, 4822, 23229, 285, 38774, 13948, 281, 1973, 2049, 375, 15, 2058, 253, 990, 273, 1016, 1268, 13, 597, 17561, 271, 8773, 3425, 285, 1364, 1091, 281, 253, 5068, 1561, 247, 673, 2701, 15, 45463, 20610, 1057, 417, 4735, 1786, 390, 4852, 13, 285, 697, 10183, 7024, 327, 752]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Proposed expungements of the impeachments of Donald Trump.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Proposed expungements of the impeachments of Donald Trump.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Proposed expungements of the impeachments of Donald Trump.txt"", ""duplicates"": 0}",cbab8d1b5da6b025e4803f6a9612e879,50,start0,0,50,"as to the impact and significance that such a vote would actually have. In June 2023, Sara Dorn of Forbes wrote that, ""politicos have widely mocked"", the idea, ""while experts have expressed uncertainty about its impact."" At","[284, 281, 253, 3486, 285, 8453, 326, 824, 247, 6273, 651, 2686, 452, 15, 496, 3978, 1384, 1508, 13, 31336, 399, 1575, 273, 38946, 4159, 326, 13, 346, 4818, 17533, 375, 452, 7561, 13031, 264, 995, 253, 2934, 13, 346, 6050, 10071, 452, 4469, 11649, 670, 697, 3486, 449, 2058]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Reactions to the 2023 Brazilian Congress attack.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Reactions to the 2023 Brazilian Congress attack.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Reactions to the 2023 Brazilian Congress attack.txt"", ""duplicates"": 0}",f715971ebf96771088a301ad7c1c7cb7,50,start0,0,50,"Several newspapers, including O Globo, Veja, and Folha de S.Paulo, characterised what happened as terrorism. O Estado de S. Paulo and El Mundo described the event as an attempted coup d'état. On 9","[18431, 18930, 13, 1690, 473, 4051, 34549, 13, 19716, 6362, 13, 285, 28318, 3227, 372, 322, 15, 17239, 80, 13, 36719, 752, 4592, 347, 19227, 15, 473, 43188, 372, 322, 15, 31138, 285, 3599, 353, 16538, 2529, 253, 2362, 347, 271, 9919, 17625, 277, 8, 11524, 255, 15, 1623, 898]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Rhetoric of Donald Trump.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Rhetoric of Donald Trump.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Rhetoric of Donald Trump.txt"", ""duplicates"": 0}",f195f274c902c4d1fe7b0e654117eea7,50,start0,0,50,"While supporters view his rhetoric as a refreshing departure from political correctness and establishment politics, detractors contend it erodes democratic norms and fuels divisiveness. This rhetoric remains a defining element of Trump's influence on American politics, with his third consecutive campaign in","[6175, 14501, 1859, 521, 26527, 347, 247, 31255, 16018, 432, 3569, 36594, 285, 13701, 8672, 13, 843, 974, 641, 21244, 352, 2827, 3180, 18545, 22429, 285, 29095, 35076, 6460, 15, 831, 26527, 4558, 247, 13947, 3284, 273, 3778, 434, 4833, 327, 2448, 8672, 13, 342, 521, 2626, 12640, 4544, 275]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Richard van Zwol.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Richard van Zwol.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Richard van Zwol.txt"", ""duplicates"": 0}",41dc676d3e68bf2159aac25253d40e18,50,start0,0,50,"Democratic Appeal (CDA), Van Zwol has been involved in several cabinet formations, including as formateur and informateur in 2023–2024.\n\n\n== Career ==\nVan Zwol studied legal public administration and public finance","[13641, 23606, 19160, 313, 3717, 34, 582, 10049, 1503, 88, 311, 556, 644, 3206, 275, 2067, 19211, 34256, 13, 1690, 347, 830, 19435, 285, 4151, 19435, 275, 1384, 1508, 1253, 938, 1348, 15, 535, 187, 381, 42258, 2295, 187, 27573, 1503, 88, 311, 5421, 4320, 1345, 5286, 285, 1345, 15065]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Ryan Wesley Routh.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Ryan Wesley Routh.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Ryan Wesley Routh.txt"", ""duplicates"": 0}",5249865ed43846f9ff6d07329fa73855,50,start0,0,50,"Democratic and Free"". In 2020, he also supported Tulsi Gabbard, calling for an executive order on police misconduct and he made several small donations to the Democratic fundraising platform ActBlue, contributing 19 times in 2019 and 2020 with amounts ranging","[13641, 23606, 285, 7648, 3446, 496, 9169, 13, 344, 671, 4516, 308, 7228, 74, 443, 8902, 472, 13, 6789, 323, 271, 9165, 1340, 327, 3513, 21600, 285, 344, 1160, 2067, 1355, 23866, 281, 253, 9922, 35958, 5147, 3162, 22036, 13, 15979, 655, 2069, 275, 6247, 285, 9169, 342, 8322, 12319]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Second cabinet of Donald Trump.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Second cabinet of Donald Trump.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Second cabinet of Donald Trump.txt"", ""duplicates"": 0}",d6774ab6b9e9d30d3f5ca204f598502b,50,start0,0,50,"Commerce, Science, and Transportation Committee, and then presented to the full Senate for a vote. Former congressman and former prosecutor Sean Duffy from Wisconsin was announced as Trump's nominee for the position on November 18, 2024.\nElon","[2115, 13672, 13, 6875, 13, 285, 26593, 7039, 13, 285, 840, 3559, 281, 253, 2120, 8907, 323, 247, 6273, 15, 28351, 27797, 1342, 285, 3438, 15303, 22723, 399, 26948, 432, 15558, 369, 6138, 347, 3778, 434, 28690, 323, 253, 1899, 327, 4596, 1283, 13, 1384, 1348, 15, 187, 8677, 251]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||test||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Yunus ministry.txt"", ""duplicates"": 0}||len50||start0||0||50",allegrolab/passages_wikipedia,,test,0,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Yunus ministry.txt"", ""duplicates"": 0}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/Yunus ministry.txt"", ""duplicates"": 0}",6ced19b63a9dc4a631937b528ce65022,50,start0,0,50,"wide acceptability, would be the chief adviser.\nFormer Member of Parliament and business leader A.K. Azad said in his response, The government that has been formed under the leadership of Dr. Muhammad Yunus has support from us business","[4363, 2997, 1430, 13, 651, 320, 253, 7015, 28051, 15, 187, 28292, 17792, 273, 13171, 285, 2136, 6657, 329, 15, 44, 15, 13063, 324, 753, 275, 521, 2380, 13, 380, 2208, 326, 556, 644, 4447, 762, 253, 9550, 273, 3196, 15, 28453, 714, 328, 316, 556, 1329, 432, 441, 2136]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2020s in Asian history.txt"", ""duplicates"": 1}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,1,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2020s in Asian history.txt"", ""duplicates"": 1}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2020s in Asian history.txt"", ""duplicates"": 1}",07d8a4a439c5d6c666b0b5a93beed984,50,start0,0,50,"by Sadyr Japarov), with voters asked whether they would prefer a presidential system, a parliamentary system, or opposed both. Just over 84% voted in favour of a presidential system.\nWork began on drafting a new constitution, which","[1615, 322, 5102, 83, 500, 522, 274, 729, 582, 342, 11163, 2546, 1880, 597, 651, 4510, 247, 12674, 985, 13, 247, 30566, 985, 13, 390, 10066, 1097, 15, 3771, 689, 11130, 6, 14285, 275, 9796, 273, 247, 12674, 985, 15, 187, 10282, 3407, 327, 34318, 247, 747, 7410, 13, 534]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2022\u20132023 Pentagon document leaks.txt"", ""duplicates"": 1}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,1,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2022\u20132023 Pentagon document leaks.txt"", ""duplicates"": 1}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2022\u20132023 Pentagon document leaks.txt"", ""duplicates"": 1}",feca0740b67537f1709064b3933094e8,50,start0,0,50,"of a new Yushen-class landing helicopter dock, Chinese Hikvision surveillance equipment in DoD supply chains and instructions for Chinese foreign affairs officials regarding the high-altitude balloon incident. One National Geospatial-Intelligence Agency document shows","[1171, 247, 747, 714, 316, 864, 14, 2437, 15165, 25816, 17463, 13, 5628, 388, 1479, 4694, 13234, 6500, 275, 3166, 37, 6186, 13178, 285, 7997, 323, 5628, 5639, 13909, 6338, 5001, 253, 1029, 14, 2711, 3396, 23470, 7119, 15, 2596, 3313, 3096, 2161, 29445, 14, 4807, 16032, 13677, 3389, 2722]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
"allegrolab/passages_wikipedia||None||train||{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2023 Artsakhian presidential election.txt"", ""duplicates"": 1}||len50||start0||0||50",allegrolab/passages_wikipedia,,train,1,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2023 Artsakhian presidential election.txt"", ""duplicates"": 1}",,"{""title"": ""/content/drive/MyDrive/hubble/wikipedia_pages/2023 Artsakhian presidential election.txt"", ""duplicates"": 1}",edaa4bd1844af50400ae7e9c857d69d3,50,start0,0,50,"of Kazakhstan confirms again its strong support of sovereignty and territorial integrity of the Republic of Azerbaijan within its internationally recognized borders and stands for regulation of all issues by political and diplomatic means, in accordance with the UN Charter and fundamental principles and norms of the","[1171, 46936, 18549, 23849, 969, 697, 2266, 1329, 273, 30993, 285, 32169, 12974, 273, 253, 4687, 273, 46555, 42598, 1561, 697, 29549, 7478, 18275, 285, 9572, 323, 7248, 273, 512, 3374, 407, 3569, 285, 23949, 2097, 13, 275, 8956, 342, 253, 7379, 36729, 285, 7936, 9241, 285, 22429, 273, 253]",25,25,fractions,"[0.25, 0.5, 0.6, 0.75, 0.8]","[12, 25, 30, 38, 40]"
